Time_s,Voltage_mV
13.464,0.113841
13.465,0.104756
13.466,0.095672
13.467,0.074585
13.468,0.070691
13.469,0.084317
13.47,0.090482
13.471,0.088859
13.472,0.08594
13.473,0.084966
13.474,0.078802
13.475,0.060958
13.476,0.051874
13.477,0.035004
13.478,0.015214
13.479,0.01716
13.48,0.030787
13.481,0.032409
13.482,0.02884
13.483,0.017809
13.484,-0.001981
13.485,-0.018202
13.486,-0.036695
13.487,-0.042859
13.488,-0.050645
13.489,-0.054538
13.49,-0.046428
13.491,-0.032477
13.492,-0.016905
13.493,-0.008794
13.494,-0.006847
13.495,-0.011389
13.496,-0.022744
13.497,-0.018851
13.498,-0.01074
13.499,-0.021771
13.5,-0.020149
13.501,-0.015931
13.502,-0.007821
13.503,-0.01658
13.504,-0.032477
13.505,-0.029233
13.506,-0.01074
13.507,0.005805
13.508,-0.003927
13.509,-0.008469
13.51,0.007103
13.511,0.032409
13.512,0.047657
13.513,0.052199
13.514,0.061283
13.515,0.073287
13.516,0.069069
13.517,0.055119
13.518,0.047008
13.519,0.040844
13.52,0.041817
13.521,0.04571
13.522,0.04279
13.523,0.027218
13.524,0.010347
13.525,0.002886
13.526,0.005805
13.527,0.010996
13.528,0.008076
13.529,0.003859
13.53,-0.005874
13.531,-0.008145
13.532,-0.005225
13.533,-0.006198
13.534,-0.009118
13.535,-0.003927
13.536,0.006779
13.537,0.008725
13.538,-0.004901
13.539,-0.012687
13.54,-0.003279
13.541,-0.002305
13.542,-0.01074
13.543,-0.015607
13.544,-0.023718
13.545,-0.027286
13.546,-0.029233
13.547,-0.021771
13.548,-0.012038
13.549,-0.001008
13.55,0.001912
13.551,0.011321
13.552,0.026569
13.553,0.041168
13.554,0.046359
13.555,0.049279
13.556,0.059661
13.557,0.084317
13.558,0.092104
13.559,0.072314
13.56,0.05155
13.561,0.041817
13.562,0.032084
13.563,0.014889
13.564,-0.006198
13.565,-0.02242
13.566,-0.025989
13.567,-0.046752
13.568,-0.077249
13.569,-0.107745
13.57,-0.130455
13.571,-0.147974
13.572,-0.162898
13.573,-0.182039
13.574,-0.203127
13.575,-0.218051
13.576,-0.230704
13.577,-0.243032
13.578,-0.247574
13.579,-0.23557
13.58,-0.220646
13.581,-0.214807
13.582,-0.206371
13.583,-0.193719
13.584,-0.177173
13.585,-0.17328
13.586,-0.174577
13.587,-0.177173
13.588,-0.173929
13.589,-0.173929
13.59,-0.171982
13.591,-0.171009
13.592,-0.166142
13.593,-0.158031
13.594,-0.159329
13.595,-0.163547
13.596,-0.170035
13.597,-0.174902
13.598,-0.181715
13.599,-0.180742
13.6,-0.169711
13.601,-0.1616
13.602,-0.162249
13.603,-0.176524
13.604,-0.185608
13.605,-0.185608
13.606,-0.18431
13.607,-0.194692
13.608,-0.204425
13.609,-0.203776
13.61,-0.20702
13.611,-0.211562
13.612,-0.201829
13.613,-0.197612
13.614,-0.202803
13.615,-0.200856
13.616,-0.197936
13.617,-0.200532
13.618,-0.210589
13.619,-0.219998
13.62,-0.225188
13.621,-0.220971
13.622,-0.210913
13.623,-0.21286
13.624,-0.209291
13.625,-0.199234
13.626,-0.194692
13.627,-0.206047
13.628,-0.212211
13.629,-0.203127
13.63,-0.196639
13.631,-0.200207
13.632,-0.199883
13.633,-0.193719
13.634,-0.185608
13.635,-0.16744
13.636,-0.157058
13.637,-0.15057
13.638,-0.182364
13.639,-0.259578
13.64,-0.362422
13.641,-0.469808
13.642,-0.611259
13.643,-0.795535
13.644,-0.997979
13.645,-1.190041
13.646,-1.356797
13.647,-1.464507
13.648,-1.506034
13.649,-1.47132
13.65,-1.340251
13.651,-1.159544
13.652,-0.90941
13.653,-0.599255
13.654,-0.210913
13.655,0.229013
13.656,0.680295
13.657,1.123791
13.658,1.531925
13.659,1.880363
13.66,2.190519
13.661,2.418919
13.662,2.573673
13.663,2.661269
13.664,2.654132
13.665,2.520142
13.666,2.276818
13.667,1.964391
13.668,1.622441
13.669,1.276273
13.67,0.958656
13.671,0.655314
13.672,0.391877
13.673,0.200788
13.674,0.068745
13.675,-0.001008
13.676,-0.023393
13.677,-0.020798
13.678,-0.015607
13.679,-0.018527
13.68,-0.028584
13.681,-0.050645
13.682,-0.071409
13.683,-0.081142
13.684,-0.109367
13.685,-0.15057
13.686,-0.181715
13.687,-0.208318
13.688,-0.236543
13.689,-0.274826
13.69,-0.303376
13.691,-0.329006
13.692,-0.353662
13.693,-0.369884
13.694,-0.389025
13.695,-0.406869
13.696,-0.424388
13.697,-0.450342
13.698,-0.469808
13.699,-0.471755
13.7,-0.464293
13.701,-0.456182
13.702,-0.450342
13.703,-0.461697
13.704,-0.482136
13.705,-0.495114
13.706,-0.503549
13.707,-0.512308
13.708,-0.517175
13.709,-0.512308
13.71,-0.514904
13.711,-0.535667
13.712,-0.556106
13.713,-0.55416
13.714,-0.541831
13.715,-0.539885
13.716,-0.541831
13.717,-0.537938
13.718,-0.531774
13.719,-0.526908
13.72,-0.529503
13.721,-0.535992
13.722,-0.536316
13.723,-0.535343
13.724,-0.533721
13.725,-0.529503
13.726,-0.535667
13.727,-0.545725
13.728,-0.559999
13.729,-0.56519
13.73,-0.567137
13.731,-0.56519
13.732,-0.547671
13.733,-0.534045
13.734,-0.536641
13.735,-0.542156
13.736,-0.555457
13.737,-0.56227
13.738,-0.561946
13.739,-0.561622
13.74,-0.559675
13.741,-0.559999
13.742,-0.558702
13.743,-0.559675
13.744,-0.560324
13.745,-0.56227
13.746,-0.569408
13.747,-0.572652
13.748,-0.572328
13.749,-0.581736
13.75,-0.598282
13.751,-0.597309
13.752,-0.59666
13.753,-0.602175
13.754,-0.611908
13.755,-0.606068
13.756,-0.592767
13.757,-0.589198
13.758,-0.597633
13.759,-0.601526
13.76,-0.597958
13.761,-0.603149
13.762,-0.613855
13.763,-0.629427
13.764,-0.638836
13.765,-0.641756
13.766,-0.63624
13.767,-0.625534
13.768,-0.62813
13.769,-0.636889
13.77,-0.643702
13.771,-0.644351
13.772,-0.638511
13.773,-0.646298
13.774,-0.657653
13.775,-0.671279
13.776,-0.676794
13.777,-0.665115
13.778,-0.654408
13.779,-0.657653
13.78,-0.67063
13.781,-0.676794
13.782,-0.683283
13.783,-0.705344
13.784,-0.723836
13.785,-0.738436
13.786,-0.752062
13.787,-0.765363
13.788,-0.772825
13.789,-0.784504
13.79,-0.815001
13.791,-0.842253
13.792,-0.866585
13.793,-0.894161
13.794,-0.923685
13.795,-0.942501
13.796,-0.942177
13.797,-0.927578
13.798,-0.907139
13.799,-0.879562
13.8,-0.843551
13.801,-0.796184
13.802,-0.729352
13.803,-0.645
13.804,-0.562919
13.805,-0.493491
13.806,-0.437365
13.807,-0.39227
13.808,-0.354636
13.809,-0.3037
13.81,-0.246925
13.811,-0.198585
13.812,-0.162249
13.813,-0.140188
13.814,-0.126237
13.815,-0.118776
13.816,-0.118776
13.817,-0.11326
13.818,-0.096714
13.819,-0.085359
13.82,-0.075302
13.821,-0.060378
13.822,-0.047401
13.823,-0.042535
13.824,-0.043832
13.825,-0.046752
13.826,-0.051294
13.827,-0.05908
13.828,-0.063298
13.829,-0.060054
13.83,-0.052916
13.831,-0.049996
13.832,-0.048699
13.833,-0.050321
13.834,-0.055836
13.835,-0.052916
13.836,-0.046103
13.837,-0.05908
13.838,-0.07952
13.839,-0.082764
13.84,-0.068813
13.841,-0.061027
13.842,-0.062649
13.843,-0.065894
13.844,-0.068489
13.845,-0.070111
13.846,-0.07076
13.847,-0.056485
13.848,-0.044157
13.849,-0.037019
13.85,-0.034424
13.851,-0.045779
13.852,-0.05389
13.853,-0.04805
13.854,-0.035722
13.855,-0.030531
13.856,-0.02242
13.857,-0.012687
13.858,-0.017229
13.859,-0.017229
13.86,-0.013985
13.861,-0.012363
13.862,-0.010092
13.863,-0.011065
13.864,-0.02242
13.865,-0.02242
13.866,-0.016905
13.867,-0.018851
13.868,-0.030531
13.869,-0.037344
13.87,-0.035722
13.871,-0.032802
13.872,-0.029233
13.873,-0.027611
13.874,-0.03118
13.875,-0.029557
13.876,-0.020798
13.877,-0.014958
13.878,-0.012038
13.879,-0.008145
13.88,0.001263
13.881,-0.000683
13.882,-0.014634
13.883,-0.0195
13.884,-0.006847
13.885,-0.003927
13.886,0.002237
13.887,0.008725
13.888,0.007428
13.889,0.004508
13.89,0.003534
13.891,0.002561
13.892,0.001912
13.893,0.007103
13.894,0.009699
13.895,0.012294
13.896,0.01197
13.897,0.018783
13.898,0.027867
13.899,0.028191
13.9,0.031111
13.901,0.038248
13.902,0.053172
13.903,0.071989
13.904,0.084642
13.905,0.065825
13.906,0.051874
13.907,0.059336
13.908,0.079775
13.909,0.11157
13.91,0.124222
13.911,0.117409
13.912,0.098592
13.913,0.082695
13.914,0.078153
13.915,0.071665
13.916,0.063554
13.917,0.061283
13.918,0.060634
13.919,0.069069
13.92,0.088535
13.921,0.09989
13.922,0.101837
13.923,0.101188
13.924,0.097295
13.925,0.093401
13.926,0.089833
13.927,0.094699
13.928,0.087562
13.929,0.070367
13.93,0.058039
13.931,0.04863
13.932,0.05155
13.933,0.053172
13.934,0.06031
13.935,0.071989
13.936,0.078153
13.937,0.078478
13.938,0.077829
13.939,0.070367
13.94,0.064203
13.941,0.049928
13.942,0.043115
13.943,0.038573
13.944,0.032084
13.945,0.021702
13.946,0.010023
13.947,0.002886
13.948,-0.002305
13.949,-0.013336
13.95,-0.027935
13.951,-0.030531
13.952,-0.024042
13.953,-0.011065
13.954,-0.003927
13.955,-0.00555
13.956,-0.009767
13.957,-0.000359
13.958,0.007103
13.959,-3.43E-05
13.96,-0.017229
13.961,-0.014958
13.962,-0.00555
13.963,0.019431
13.964,0.041817
13.965,0.04863
13.966,0.066149
13.967,0.087237
13.968,0.117409
13.969,0.134928
13.97,0.151799
13.971,0.166398
13.972,0.168345
13.973,0.169642
13.974,0.176131
13.975,0.183593
13.976,0.191379
13.977,0.196895
13.978,0.197868
13.979,0.191704
13.98,0.172887
13.981,0.15115
13.982,0.127791
13.983,0.093401
13.984,0.052848
13.985,0.02592
13.986,0.00905
13.987,-0.007821
13.988,-0.028584
13.989,-0.05097
13.99,-0.068165
13.991,-0.066542
13.992,-0.057134
13.993,-0.058756
13.994,-0.062
13.995,-0.062325
13.996,-0.067516
13.997,-0.068165
13.998,-0.074004
13.999,-0.077897
14,-0.077897
14.001,-0.078546
14.002,-0.085035
14.003,-0.095741
14.004,-0.105474
14.005,-0.111638
14.006,-0.118451
14.007,-0.125589
14.008,-0.128833
14.009,-0.128508
14.01,-0.123318
14.011,-0.124615
14.012,-0.129482
14.013,-0.132402
14.014,-0.127211
14.015,-0.133699
14.016,-0.137917
14.017,-0.138241
14.018,-0.150245
14.019,-0.152516
14.02,-0.1616
14.021,-0.169062
14.022,-0.173929
14.023,-0.175551
14.024,-0.177173
14.025,-0.166142
14.026,-0.159654
14.027,-0.162574
14.028,-0.171982
14.029,-0.171982
14.03,-0.166142
14.031,-0.15868
14.032,-0.167764
14.033,-0.179444
14.034,-0.181066
14.035,-0.182688
14.036,-0.185284
14.037,-0.186906
14.038,-0.188528
14.039,-0.188203
14.04,-0.18431
14.041,-0.175226
14.042,-0.166791
14.043,-0.169387
14.044,-0.172631
14.045,-0.172631
14.046,-0.17036
14.047,-0.15868
14.048,-0.148947
14.049,-0.137592
14.05,-0.129806
14.051,-0.13889
14.052,-0.166467
14.053,-0.208318
14.054,-0.268338
14.055,-0.344578
14.056,-0.462022
14.057,-0.629752
14.058,-0.829925
14.059,-1.03399
14.06,-1.224106
14.061,-1.364908
14.062,-1.426225
14.063,-1.414545
14.064,-1.297102
14.065,-1.109582
14.066,-0.882482
14.067,-0.585954
14.068,-0.198261
14.069,0.245559
14.07,0.702681
14.071,1.154288
14.072,1.575398
14.073,1.941356
14.074,2.275845
14.075,2.541878
14.076,2.73232
14.077,2.833218
14.078,2.81797
14.079,2.672624
14.08,2.407564
14.081,2.072102
14.082,1.717499
14.083,1.365167
14.084,1.031004
14.085,0.715982
14.086,0.448328
14.087,0.250425
14.088,0.112867
14.089,0.041817
14.09,0.014565
14.091,0.00613
14.092,0.007752
14.093,0.007428
14.094,-0.000359
14.095,-0.011389
14.096,-0.031504
14.097,-0.062974
14.098,-0.108394
14.099,-0.154787
14.1,-0.192745
14.101,-0.216104
14.102,-0.250818
14.103,-0.279693
14.104,-0.309216
14.105,-0.343281
14.106,-0.365017
14.107,-0.373128
14.108,-0.380915
14.109,-0.385781
14.11,-0.399407
14.111,-0.408815
14.112,-0.417575
14.113,-0.435094
14.114,-0.445152
14.115,-0.455533
14.116,-0.476946
14.117,-0.498358
14.118,-0.506144
14.119,-0.503549
14.12,-0.507766
14.121,-0.512308
14.122,-0.510686
14.123,-0.507766
14.124,-0.510362
14.125,-0.512308
14.126,-0.506793
14.127,-0.505171
14.128,-0.513606
14.129,-0.511335
14.13,-0.501278
14.131,-0.494465
14.132,-0.491545
14.133,-0.490572
14.134,-0.492194
14.135,-0.506144
14.136,-0.500953
14.137,-0.483434
14.138,-0.474999
14.139,-0.479541
14.14,-0.485381
14.141,-0.504847
14.142,-0.519121
14.143,-0.519446
14.144,-0.519446
14.145,-0.528854
14.146,-0.535343
14.147,-0.530476
14.148,-0.535992
14.149,-0.54248
14.15,-0.539236
14.151,-0.526908
14.152,-0.523663
14.153,-0.530476
14.154,-0.543129
14.155,-0.550915
14.156,-0.551889
14.157,-0.552213
14.158,-0.567461
14.159,-0.589847
14.16,-0.608339
14.161,-0.61645
14.162,-0.618072
14.163,-0.618397
14.164,-0.625534
14.165,-0.633969
14.166,-0.642404
14.167,-0.65084
14.168,-0.665115
14.169,-0.681336
14.17,-0.702099
14.171,-0.715401
14.172,-0.720267
14.173,-0.722538
14.174,-0.737138
14.175,-0.750764
14.176,-0.763092
14.177,-0.778665
14.178,-0.790344
14.179,-0.805592
14.18,-0.819218
14.181,-0.815001
14.182,-0.811756
14.183,-0.816298
14.184,-0.821489
14.185,-0.827005
14.186,-0.837062
14.187,-0.836413
14.188,-0.838035
14.189,-0.848741
14.19,-0.862043
14.191,-0.876318
14.192,-0.893188
14.193,-0.904219
14.194,-0.904543
14.195,-0.90941
14.196,-0.91752
14.197,-0.91752
14.198,-0.921738
14.199,-0.930498
14.2,-0.938284
14.201,-0.941853
14.202,-0.943475
14.203,-0.958723
14.204,-0.984028
14.205,-1.019391
14.206,-1.050212
14.207,-1.064162
14.208,-1.070002
14.209,-1.079735
14.21,-1.089792
14.211,-1.092388
14.212,-1.089468
14.213,-1.065784
14.214,-1.02588
14.215,-0.975593
14.216,-0.918818
14.217,-0.864638
14.218,-0.805917
14.219,-0.74168
14.22,-0.68166
14.221,-0.616775
14.222,-0.539885
14.223,-0.476946
14.224,-0.430877
14.225,-0.394541
14.226,-0.363395
14.227,-0.337117
14.228,-0.307269
14.229,-0.279368
14.23,-0.260876
14.231,-0.246276
14.232,-0.243681
14.233,-0.243356
14.234,-0.250169
14.235,-0.257956
14.236,-0.261524
14.237,-0.260227
14.238,-0.262173
14.239,-0.24725
14.24,-0.230055
14.241,-0.230055
14.242,-0.22973
14.243,-0.231028
14.244,-0.231028
14.245,-0.234272
14.246,-0.236868
14.247,-0.237841
14.248,-0.241085
14.249,-0.24141
14.25,-0.237841
14.251,-0.226162
14.252,-0.217727
14.253,-0.208318
14.254,-0.194368
14.255,-0.200207
14.256,-0.207345
14.257,-0.198261
14.258,-0.19307
14.259,-0.195665
14.26,-0.195341
14.261,-0.183661
14.262,-0.183986
14.263,-0.186257
14.264,-0.19015
14.265,-0.214158
14.266,-0.227784
14.267,-0.23557
14.268,-0.239788
14.269,-0.241085
14.27,-0.232975
14.271,-0.22162
14.272,-0.208318
14.273,-0.204749
14.274,-0.208967
14.275,-0.204749
14.276,-0.202154
14.277,-0.207994
14.278,-0.21286
14.279,-0.203452
14.28,-0.198261
14.281,-0.201181
14.282,-0.202803
14.283,-0.195665
14.284,-0.197612
14.285,-0.19599
14.286,-0.19307
14.287,-0.189177
14.288,-0.183986
14.289,-0.171982
14.29,-0.160302
14.291,-0.1616
14.292,-0.163222
14.293,-0.157707
14.294,-0.145703
14.295,-0.134673
14.296,-0.124291
14.297,-0.119424
14.298,-0.119424
14.299,-0.117478
14.3,-0.116829
14.301,-0.111962
14.302,-0.105474
14.303,-0.094443
14.304,-0.0766
14.305,-0.052267
14.306,-0.030531
14.307,-0.029882
14.308,-0.037019
14.309,-0.042535
14.31,-0.045454
14.311,-0.046103
14.312,-0.037668
14.313,-0.036695
14.314,-0.04221
14.315,-0.038641
14.316,-0.030855
14.317,-0.025989
14.318,-0.027935
14.319,-0.024042
14.32,-0.004576
14.321,0.01197
14.322,0.013916
14.323,-0.005225
14.324,-0.013985
14.325,-0.012363
14.326,-0.004576
14.327,0.007752
14.328,0.011321
14.329,0.002561
14.33,-0.003603
14.331,-0.004576
14.332,-0.003927
14.333,0.001263
14.334,0.005805
14.335,0.010347
14.336,0.014889
14.337,0.019431
14.338,0.031111
14.339,0.045386
14.34,0.043764
14.341,0.048306
14.342,0.058039
14.343,0.074909
14.344,0.0655
14.345,0.057714
14.346,0.062256
14.347,0.056092
14.348,0.048955
14.349,0.044737
14.35,0.0376
14.351,0.029164
14.352,0.02008
14.353,0.023973
14.354,0.033058
14.355,0.035004
14.356,0.03468
14.357,0.036626
14.358,0.032409
14.359,0.030462
14.36,0.036302
14.361,0.035329
14.362,0.015214
14.363,0.002886
14.364,-0.001332
14.365,-0.002305
14.366,-0.008145
14.367,-0.008794
14.368,0.006454
14.369,0.018134
14.37,0.022676
14.371,0.043439
14.372,0.058687
14.373,0.052848
14.374,0.048955
14.375,0.05155
14.376,0.067123
14.377,0.087237
14.378,0.102161
14.379,0.117409
14.38,0.107676
14.381,0.093077
14.382,0.111245
14.383,0.138822
14.384,0.158612
14.385,0.191379
14.386,0.226093
14.387,0.243937
14.388,0.255616
14.389,0.259185
14.39,0.255941
14.391,0.257238
14.392,0.262105
14.393,0.27638
14.394,0.280273
14.395,0.278002
14.396,0.273136
14.397,0.265674
14.398,0.250425
14.399,0.220578
14.4,0.194624
14.401,0.167371
14.402,0.142066
14.403,0.127142
14.404,0.120005
14.405,0.104108
14.406,0.0801
14.407,0.057065
14.408,0.042142
14.409,0.036626
14.41,0.029164
14.411,0.026569
14.412,0.019431
14.413,0.021702
14.414,0.036302
14.415,0.05739
14.416,0.061607
14.417,0.049603
14.418,0.029164
14.419,0.012294
14.42,0.007752
14.421,0.021378
14.422,0.038248
14.423,0.043439
14.424,0.029164
14.425,0.010347
14.426,0.016836
14.427,0.03176
14.428,0.033382
14.429,0.036626
14.43,0.032084
14.431,0.03176
14.432,0.03176
14.433,0.025596
14.434,0.027218
14.435,0.041168
14.436,0.04863
14.437,0.054794
14.438,0.061607
14.439,0.079775
14.44,0.101188
14.441,0.112218
14.442,0.117409
14.443,0.116112
14.444,0.109947
14.445,0.118058
14.446,0.13136
14.447,0.142715
14.448,0.153097
14.449,0.164127
14.45,0.165749
14.451,0.162829
14.452,0.159585
14.453,0.159585
14.454,0.15991
14.455,0.165749
14.456,0.169642
14.457,0.167371
14.458,0.164452
14.459,0.162181
14.46,0.161856
14.461,0.159585
14.462,0.155692
14.463,0.148554
14.464,0.137199
14.465,0.124547
14.466,0.11157
14.467,0.084317
14.468,0.036626
14.469,-0.02242
14.47,-0.095741
14.471,-0.215456
14.472,-0.388052
14.473,-0.577194
14.474,-0.761794
14.475,-0.947368
14.476,-1.093361
14.477,-1.166682
14.478,-1.180308
14.479,-1.118017
14.48,-0.966834
14.481,-0.743302
14.482,-0.453587
14.483,-0.067516
14.484,0.398041
14.485,0.881442
14.486,1.340511
14.487,1.775897
14.488,2.148343
14.489,2.47537
14.49,2.741404
14.491,2.935414
14.492,3.070377
14.493,3.098278
14.494,2.970452
14.495,2.697605
14.496,2.334242
14.497,1.957902
14.498,1.576047
14.499,1.197761
14.5,0.833102
14.501,0.539168
14.502,0.325369
14.503,0.182944
14.504,0.117085
14.505,0.100863
14.506,0.106379
14.507,0.108974
14.508,0.107352
14.509,0.098917
14.51,0.085615
14.511,0.063229
14.512,0.037924
14.513,0.016187
14.514,-0.007496
14.515,-0.033126
14.516,-0.06492
14.517,-0.09931
14.518,-0.129157
14.519,-0.148623
14.52,-0.165493
14.521,-0.175226
14.522,-0.188203
14.523,-0.198585
14.524,-0.209291
14.525,-0.205723
14.526,-0.20994
14.527,-0.219998
14.528,-0.225188
14.529,-0.223242
14.53,-0.221295
14.531,-0.239463
14.532,-0.268013
14.533,-0.284559
14.534,-0.277746
14.535,-0.262173
14.536,-0.260227
14.537,-0.266067
14.538,-0.276124
14.539,-0.281964
14.54,-0.286181
14.541,-0.295914
14.542,-0.310838
14.543,-0.325762
14.544,-0.329979
14.545,-0.337117
14.546,-0.345876
14.547,-0.353987
14.548,-0.356907
14.549,-0.364693
14.55,-0.373777
14.551,-0.378319
14.552,-0.374101
14.553,-0.359502
14.554,-0.366315
14.555,-0.382212
14.556,-0.391296
14.557,-0.409789
14.558,-0.417251
14.559,-0.416926
14.56,-0.421144
14.561,-0.418873
14.562,-0.413357
14.563,-0.412709
14.564,-0.415304
14.565,-0.420819
14.566,-0.423415
14.567,-0.417251
14.568,-0.408815
14.569,-0.40914
14.57,-0.406869
14.571,-0.394216
14.572,-0.393243
14.573,-0.399731
14.574,-0.402651
14.575,-0.429903
14.576,-0.453587
14.577,-0.459751
14.578,-0.466239
14.579,-0.468186
14.58,-0.462995
14.581,-0.465266
14.582,-0.466564
14.583,-0.451965
14.584,-0.462346
14.585,-0.482136
14.586,-0.494465
14.587,-0.509389
14.588,-0.524312
14.589,-0.526259
14.59,-0.541507
14.591,-0.56811
14.592,-0.57687
14.593,-0.585305
14.594,-0.600553
14.595,-0.624236
14.596,-0.637538
14.597,-0.643378
14.598,-0.652137
14.599,-0.659599
14.6,-0.671928
14.601,-0.684256
14.602,-0.691718
14.603,-0.705993
14.604,-0.71605
14.605,-0.713779
14.606,-0.709886
14.607,-0.71313
14.608,-0.727081
14.609,-0.742329
14.61,-0.750764
14.611,-0.754008
14.612,-0.757901
14.613,-0.76731
14.614,-0.784504
14.615,-0.804295
14.616,-0.825058
14.617,-0.842902
14.618,-0.865936
14.619,-0.898703
14.62,-0.932769
14.621,-0.962292
14.622,-0.992788
14.623,-1.015498
14.624,-1.031395
14.625,-1.039181
14.626,-1.039506
14.627,-1.035937
14.628,-1.012254
14.629,-0.969429
14.63,-0.934391
14.631,-0.88378
14.632,-0.813379
14.633,-0.741031
14.634,-0.680038
14.635,-0.624885
14.636,-0.560324
14.637,-0.504847
14.638,-0.461049
14.639,-0.42893
14.64,-0.405571
14.641,-0.381888
14.642,-0.358204
14.643,-0.349445
14.644,-0.347174
14.645,-0.345876
14.646,-0.333872
14.647,-0.328357
14.648,-0.323166
14.649,-0.318624
14.65,-0.322517
14.651,-0.331277
14.652,-0.336468
14.653,-0.337117
14.654,-0.341334
14.655,-0.340036
14.656,-0.336143
14.657,-0.328033
14.658,-0.318948
14.659,-0.311162
14.66,-0.310189
14.661,-0.314731
14.662,-0.327708
14.663,-0.33225
14.664,-0.338739
14.665,-0.332899
14.666,-0.321868
14.667,-0.32122
14.668,-0.327384
14.669,-0.335494
14.67,-0.323491
14.671,-0.321544
14.672,-0.322193
14.673,-0.326735
14.674,-0.327384
14.675,-0.323491
14.676,-0.331277
14.677,-0.337441
14.678,-0.341659
14.679,-0.338414
14.68,-0.333548
14.681,-0.330304
14.682,-0.330952
14.683,-0.325762
14.684,-0.309216
14.685,-0.3037
14.686,-0.304349
14.687,-0.306945
14.688,-0.305647
14.689,-0.302078
14.69,-0.287803
14.691,-0.276773
14.692,-0.268013
14.693,-0.25828
14.694,-0.245627
14.695,-0.238166
14.696,-0.243356
14.697,-0.261849
14.698,-0.273853
14.699,-0.274177
14.7,-0.265742
14.701,-0.240437
14.702,-0.220646
14.703,-0.20994
14.704,-0.22454
14.705,-0.236868
14.706,-0.250818
14.707,-0.263795
14.708,-0.262822
14.709,-0.261524
14.71,-0.265418
14.711,-0.258929
14.712,-0.242059
14.713,-0.224215
14.714,-0.213185
14.715,-0.210913
14.716,-0.208318
14.717,-0.199234
14.718,-0.20702
14.719,-0.211238
14.72,-0.210589
14.721,-0.207345
14.722,-0.207994
14.723,-0.217078
14.724,-0.222917
14.725,-0.227135
14.726,-0.232001
14.727,-0.240437
14.728,-0.231677
14.729,-0.218051
14.73,-0.215131
14.731,-0.223891
14.732,-0.231353
14.733,-0.235895
14.734,-0.234597
14.735,-0.226811
14.736,-0.2187
14.737,-0.205398
14.738,-0.198585
14.739,-0.200856
14.74,-0.206371
14.741,-0.206696
14.742,-0.189177
14.743,-0.176848
14.744,-0.173604
14.745,-0.158356
14.746,-0.146676
14.747,-0.143432
14.748,-0.138241
14.749,-0.134673
14.75,-0.133699
14.751,-0.127211
14.752,-0.110016
14.753,-0.09931
14.754,-0.097363
14.755,-0.094443
14.756,-0.077897
14.757,-0.060378
14.758,-0.053241
14.759,-0.049672
14.76,-0.044806
14.761,-0.046752
14.762,-0.047401
14.763,-0.040912
14.764,-0.042859
14.765,-0.045779
14.766,-0.048699
14.767,-0.038317
14.768,-0.024042
14.769,-0.017553
14.77,-0.014309
14.771,-0.01658
14.772,-0.021447
14.773,-0.01366
14.774,-0.000683
14.775,0.004832
14.776,0.008401
14.777,0.00905
14.778,0.007752
14.779,0.010996
14.78,0.016836
14.781,0.036951
14.782,0.061932
14.783,0.089508
14.784,0.124547
14.785,0.166398
14.786,0.172562
14.787,0.168669
14.788,0.176455
14.789,0.18262
14.79,0.186513
14.791,0.186513
14.792,0.18262
14.793,0.179051
14.794,0.176455
14.795,0.168669
14.796,0.151474
14.797,0.122276
14.798,0.098592
14.799,0.079127
14.8,0.059661
14.801,0.039546
14.802,0.034355
14.803,0.038248
14.804,0.032084
14.805,0.027867
14.806,0.020405
14.807,0.010347
14.808,0.004183
14.809,-3.43E-05
14.81,-0.002305
14.811,-0.009118
14.812,-0.012363
14.813,-0.008145
14.814,-0.005874
14.815,-0.006523
14.816,-0.001332
14.817,0.007103
14.818,0.010347
14.819,0.008401
14.82,0.010023
14.821,-0.000683
14.822,-0.004576
14.823,0.005157
14.824,0.020729
14.825,0.030787
14.826,0.033382
14.827,0.022027
14.828,0.021054
14.829,0.023973
14.83,0.031111
14.831,0.037275
14.832,0.038897
14.833,0.031111
14.834,0.02884
14.835,0.02884
14.836,0.029489
14.837,0.024298
14.838,0.021054
14.839,0.026569
14.84,0.030462
14.841,0.033706
14.842,0.046359
14.843,0.057714
14.844,0.075233
14.845,0.078478
14.846,0.068096
14.847,0.064852
14.848,0.052523
14.849,0.034355
14.85,0.025271
14.851,0.028191
14.852,0.044088
14.853,0.056092
14.854,0.069718
14.855,0.082695
14.856,0.086588
14.857,0.088859
14.858,0.088535
14.859,0.09405
14.86,0.101837
14.861,0.10865
14.862,0.115787
14.863,0.117734
14.864,0.091779
14.865,0.043439
14.866,-0.025015
14.867,-0.111962
14.868,-0.240112
14.869,-0.408815
14.87,-0.5879
14.871,-0.78418
14.872,-0.955803
14.873,-1.0567
14.874,-1.092712
14.875,-1.057349
14.876,-0.921414
14.877,-0.716374
14.878,-0.455209
14.879,-0.128508
14.88,0.291304
14.881,0.760754
14.882,1.205872
14.883,1.622117
14.884,2.01922
14.885,2.367659
14.886,2.69501
14.887,2.937685
14.888,3.106714
14.889,3.204692
14.89,3.194635
14.891,3.049938
14.892,2.782282
14.893,2.435465
14.894,2.064316
14.895,1.728854
14.896,1.424538
14.897,1.117303
14.898,0.863598
14.899,0.692948
14.9,0.57518
14.901,0.522947
14.902,0.511591
14.903,0.514836
14.904,0.520676
14.905,0.523271
14.906,0.513214
14.907,0.50121
14.908,0.480771
