Time_s,Voltage_mV
5.378,-0.366964
5.379,-0.372479
5.38,-0.391945
5.381,-0.407518
5.382,-0.406544
5.383,-0.416602
5.384,-0.42601
5.385,-0.427308
5.386,-0.427308
5.387,-0.433472
5.388,-0.444178
5.389,-0.450991
5.39,-0.456831
5.391,-0.46851
5.392,-0.477919
5.393,-0.485381
5.394,-0.493491
5.395,-0.49706
5.396,-0.496087
5.397,-0.499656
5.398,-0.511335
5.399,-0.526259
5.4,-0.540209
5.401,-0.534045
5.402,-0.521392
5.403,-0.521392
5.404,-0.555457
5.405,-0.587252
5.406,-0.600878
5.407,-0.604122
5.408,-0.61645
5.409,-0.618072
5.41,-0.616126
5.411,-0.619046
5.412,-0.627481
5.413,-0.643053
5.414,-0.667061
5.415,-0.682634
5.416,-0.693015
5.417,-0.694962
5.418,-0.700802
5.419,-0.709886
5.42,-0.723512
5.421,-0.742978
5.422,-0.764714
5.423,-0.792291
5.424,-0.820192
5.425,-0.845822
5.426,-0.868207
5.427,-0.875993
5.428,-0.888971
5.429,-0.895459
5.43,-0.895135
5.431,-0.888646
5.432,-0.870154
5.433,-0.834142
5.434,-0.789695
5.435,-0.744924
5.436,-0.699504
5.437,-0.65084
5.438,-0.591794
5.439,-0.528205
5.44,-0.466239
5.441,-0.404273
5.442,-0.347174
5.443,-0.294616
5.444,-0.248547
5.445,-0.221295
5.446,-0.198261
5.447,-0.174902
5.448,-0.152192
5.449,-0.143432
5.45,-0.139863
5.451,-0.122993
5.452,-0.103203
5.453,-0.099959
5.454,-0.094443
5.455,-0.091523
5.456,-0.090226
5.457,-0.090226
5.458,-0.094443
5.459,-0.109043
5.46,-0.120722
5.461,-0.119424
5.462,-0.106447
5.463,-0.099959
5.464,-0.094119
5.465,-0.092172
5.466,-0.107096
5.467,-0.118127
5.468,-0.126237
5.469,-0.140188
5.47,-0.148623
5.471,-0.151867
5.472,-0.156409
5.473,-0.153814
5.474,-0.147325
5.475,-0.142134
5.476,-0.143432
5.477,-0.133699
5.478,-0.120722
5.479,-0.1191
5.48,-0.123966
5.481,-0.131104
5.482,-0.136295
5.483,-0.132402
5.484,-0.128833
5.485,-0.127535
5.486,-0.129157
5.487,-0.129806
5.488,-0.130455
5.489,-0.132726
5.49,-0.13305
5.491,-0.128508
5.492,-0.129806
5.493,-0.131104
5.494,-0.13597
5.495,-0.127535
5.496,-0.116829
5.497,-0.121371
5.498,-0.120073
5.499,-0.11034
5.5,-0.098985
5.501,-0.103203
5.502,-0.118776
5.503,-0.121371
5.504,-0.118127
5.505,-0.106123
5.506,-0.100607
5.507,-0.112611
5.508,-0.120722
5.509,-0.111962
5.51,-0.108394
5.511,-0.110989
5.512,-0.117153
5.513,-0.120722
5.514,-0.121047
5.515,-0.121371
5.516,-0.118127
5.517,-0.091199
5.518,-0.07952
5.519,-0.099959
5.52,-0.101905
5.521,-0.097688
5.522,-0.107096
5.523,-0.115531
5.524,-0.115207
5.525,-0.126562
5.526,-0.134348
5.527,-0.131753
5.528,-0.121047
5.529,-0.112611
5.53,-0.11618
5.531,-0.12494
5.532,-0.126886
5.533,-0.125589
5.534,-0.121695
5.535,-0.128508
5.536,-0.138241
5.537,-0.146676
5.538,-0.152192
5.539,-0.152192
5.54,-0.146352
5.541,-0.137268
5.542,-0.126237
5.543,-0.110989
5.544,-0.108069
5.545,-0.117478
5.546,-0.117478
5.547,-0.111962
5.548,-0.106447
5.549,-0.097039
5.55,-0.088279
5.551,-0.086981
5.552,-0.086981
5.553,-0.087955
5.554,-0.090226
5.555,-0.09931
5.556,-0.117478
5.557,-0.129157
5.558,-0.130455
5.559,-0.125589
5.56,-0.12202
5.561,-0.129806
5.562,-0.134348
5.563,-0.133375
5.564,-0.132402
5.565,-0.138566
5.566,-0.136619
5.567,-0.12786
5.568,-0.120722
5.569,-0.111962
5.57,-0.114882
5.571,-0.125264
5.572,-0.121047
5.573,-0.112287
5.574,-0.090875
5.575,-0.082764
5.576,-0.104176
5.577,-0.124615
5.578,-0.136944
5.579,-0.128833
5.58,-0.128184
5.581,-0.148947
5.582,-0.152516
5.583,-0.137268
5.584,-0.122344
5.585,-0.121695
5.586,-0.11618
5.587,-0.117153
5.588,-0.127211
5.589,-0.131104
5.59,-0.123966
5.591,-0.120722
5.592,-0.124615
5.593,-0.126237
5.594,-0.118451
5.595,-0.10742
5.596,-0.109043
5.597,-0.104501
5.598,-0.100932
5.599,-0.103527
5.6,-0.108718
5.601,-0.109043
5.602,-0.107096
5.603,-0.101256
5.604,-0.096714
5.605,-0.08763
5.606,-0.082764
5.607,-0.075626
5.608,-0.066867
5.609,-0.070111
5.61,-0.078222
5.611,-0.081791
5.612,-0.080168
5.613,-0.084062
5.614,-0.085359
5.615,-0.079195
5.616,-0.07368
5.617,-0.071733
5.618,-0.074978
5.619,-0.072382
5.62,-0.074329
5.621,-0.069138
5.622,-0.059729
5.623,-0.054538
5.624,-0.072058
5.625,-0.080493
5.626,-0.081466
5.627,-0.076275
5.628,-0.073355
5.629,-0.069462
5.63,-0.056809
5.631,-0.062974
5.632,-0.0766
5.633,-0.08471
5.634,-0.088604
5.635,-0.086657
5.636,-0.088928
5.637,-0.095741
5.638,-0.102878
5.639,-0.091523
5.64,-0.072382
5.641,-0.058107
5.642,-0.047401
5.643,-0.038966
5.644,-0.038641
5.645,-0.054863
5.646,-0.063622
5.647,-0.068813
5.648,-0.056485
5.649,-0.02534
5.65,-0.011389
5.651,-0.01658
5.652,-0.026638
5.653,-0.022096
5.654,-0.009118
5.655,0.016836
5.656,0.057714
5.657,0.088535
5.658,0.101188
5.659,0.105081
5.66,0.109623
5.661,0.118058
5.662,0.135253
5.663,0.131035
5.664,0.101837
5.665,0.077829
5.666,0.071989
5.667,0.066474
5.668,0.048306
5.669,0.02592
5.67,0.003534
5.671,-0.007496
5.672,-0.020473
5.673,-0.044481
5.674,-0.071409
5.675,-0.089577
5.676,-0.098661
5.677,-0.110989
5.678,-0.125913
5.679,-0.133699
5.68,-0.130455
5.681,-0.11618
5.682,-0.108394
5.683,-0.105798
5.684,-0.104501
5.685,-0.106772
5.686,-0.100932
5.687,-0.105474
5.688,-0.113585
5.689,-0.118127
5.69,-0.113585
5.691,-0.098012
5.692,-0.099634
5.693,-0.085359
5.694,-0.090875
5.695,-0.099959
5.696,-0.101256
5.697,-0.108394
5.698,-0.123318
5.699,-0.131428
5.7,-0.12786
5.701,-0.121047
5.702,-0.105149
5.703,-0.099959
5.704,-0.115531
5.705,-0.120722
5.706,-0.114558
5.707,-0.110016
5.708,-0.105798
5.709,-0.093146
5.71,-0.081142
5.711,-0.065894
5.712,-0.058432
5.713,-0.074004
5.714,-0.084062
5.715,-0.073031
5.716,-0.066218
5.717,-0.066542
5.718,-0.079195
5.719,-0.09347
5.72,-0.100607
5.721,-0.10223
5.722,-0.105474
5.723,-0.107096
5.724,-0.109367
5.725,-0.113585
5.726,-0.108718
5.727,-0.101905
5.728,-0.101905
5.729,-0.101581
5.73,-0.100283
5.731,-0.101256
5.732,-0.106447
5.733,-0.111962
5.734,-0.117802
5.735,-0.117478
5.736,-0.105474
5.737,-0.088928
5.738,-0.07368
5.739,-0.066867
5.74,-0.087306
5.741,-0.106123
5.742,-0.105149
5.743,-0.097363
5.744,-0.090226
5.745,-0.087955
5.746,-0.086981
5.747,-0.087955
5.748,-0.095417
5.749,-0.11034
5.75,-0.142783
5.751,-0.205723
5.752,-0.30078
5.753,-0.434121
5.754,-0.6025
5.755,-0.805268
5.756,-1.028799
5.757,-1.22443
5.758,-1.353228
5.759,-1.417465
5.76,-1.420385
5.761,-1.323056
5.762,-1.142998
5.763,-0.889619
5.764,-0.563893
5.765,-0.162898
5.766,0.299414
5.767,0.783139
5.768,1.265567
5.769,1.732423
5.77,2.125958
5.771,2.470179
5.772,2.749514
5.773,2.938982
5.774,3.087572
5.775,3.142401
5.776,3.050911
5.777,2.824458
5.778,2.491592
5.779,2.09319
5.78,1.689923
5.781,1.324289
5.782,0.97066
5.783,0.642986
5.784,0.394797
5.785,0.231609
5.786,0.137199
5.787,0.099241
5.788,0.102161
5.789,0.110596
5.79,0.106054
5.791,0.092753
5.792,0.080749
5.793,0.066149
5.794,0.036951
5.795,-0.003279
5.796,-0.037019
5.797,-0.069138
5.798,-0.107096
5.799,-0.140837
5.8,-0.174577
5.801,-0.211562
5.802,-0.237841
5.803,-0.24725
5.804,-0.25536
5.805,-0.258929
5.806,-0.268662
5.807,-0.28099
5.808,-0.297536
5.809,-0.313758
5.81,-0.317651
5.811,-0.310513
5.812,-0.307593
5.813,-0.313433
5.814,-0.314731
5.815,-0.322517
5.816,-0.328681
5.817,-0.321544
5.818,-0.321868
5.819,-0.351716
5.82,-0.383834
5.821,-0.395189
5.822,-0.401029
5.823,-0.399407
5.824,-0.399083
5.825,-0.395189
5.826,-0.382537
5.827,-0.384159
5.828,-0.395838
5.829,-0.405247
5.83,-0.409789
5.831,-0.414006
5.832,-0.41498
5.833,-0.418873
5.834,-0.429903
5.835,-0.438339
5.836,-0.43477
5.837,-0.435743
5.838,-0.434121
5.839,-0.432499
5.84,-0.432499
5.841,-0.431525
5.842,-0.426335
5.843,-0.422441
5.844,-0.422441
5.845,-0.430877
5.846,-0.447098
5.847,-0.459751
5.848,-0.456831
5.849,-0.443205
5.85,-0.433472
5.851,-0.441907
5.852,-0.475323
5.853,-0.495762
5.854,-0.499007
5.855,-0.501278
5.856,-0.500304
5.857,-0.501927
5.858,-0.504198
5.859,-0.503549
5.86,-0.506144
5.861,-0.507118
5.862,-0.501602
5.863,-0.507442
5.864,-0.510362
5.865,-0.509064
5.866,-0.514904
5.867,-0.52269
5.868,-0.535992
5.869,-0.538587
5.87,-0.529828
5.871,-0.520744
5.872,-0.516526
5.873,-0.544102
5.874,-0.581736
5.875,-0.604122
5.876,-0.611584
5.877,-0.621965
5.878,-0.641431
5.879,-0.662844
5.88,-0.678741
5.881,-0.689447
5.882,-0.700153
5.883,-0.712157
5.884,-0.722214
5.885,-0.723836
5.886,-0.723187
5.887,-0.727405
5.888,-0.743302
5.889,-0.760821
5.89,-0.768607
5.891,-0.77834
5.892,-0.789046
5.893,-0.794562
5.894,-0.799753
5.895,-0.804295
5.896,-0.825707
5.897,-0.851337
5.898,-0.874371
5.899,-0.886375
5.9,-0.912654
5.901,-0.942826
5.902,-0.972998
5.903,-1.00025
5.904,-1.02588
5.905,-1.054754
5.906,-1.07422
5.907,-1.092388
5.908,-1.097903
5.909,-1.08233
5.91,-1.070326
5.911,-1.076491
5.912,-1.049239
5.913,-0.995059
5.914,-0.938284
5.915,-0.873722
5.916,-0.798779
5.917,-0.727729
5.918,-0.655382
5.919,-0.59082
5.92,-0.536316
5.921,-0.474675
5.922,-0.424064
5.923,-0.381239
5.924,-0.329655
5.925,-0.287154
5.926,-0.266715
5.927,-0.255685
5.928,-0.245952
5.929,-0.236868
5.93,-0.229406
5.931,-0.219024
5.932,-0.213509
5.933,-0.214158
5.934,-0.218051
5.935,-0.205074
5.936,-0.187555
5.937,-0.187555
5.938,-0.191448
5.939,-0.19015
5.94,-0.179444
5.941,-0.176524
5.942,-0.180093
5.943,-0.18431
5.944,-0.188203
5.945,-0.190474
5.946,-0.192097
5.947,-0.193719
5.948,-0.197287
5.949,-0.201829
5.95,-0.204749
5.951,-0.204425
5.952,-0.206696
5.953,-0.212211
5.954,-0.213833
5.955,-0.20702
5.956,-0.196963
5.957,-0.178146
5.958,-0.173929
5.959,-0.173604
5.96,-0.178471
5.961,-0.195341
5.962,-0.204425
5.963,-0.202803
5.964,-0.199234
5.965,-0.213185
5.966,-0.223242
5.967,-0.221944
5.968,-0.199234
5.969,-0.184959
5.97,-0.210913
5.971,-0.236868
5.972,-0.257631
5.973,-0.260551
5.974,-0.25536
5.975,-0.255685
5.976,-0.268338
5.977,-0.279044
5.978,-0.28391
5.979,-0.284235
5.98,-0.282612
5.981,-0.281964
5.982,-0.282288
5.983,-0.277746
5.984,-0.283586
5.985,-0.288777
5.986,-0.290723
5.987,-0.294616
5.988,-0.298509
5.989,-0.294292
5.99,-0.286181
5.991,-0.289425
5.992,-0.297861
5.993,-0.300456
5.994,-0.300456
5.995,-0.300132
5.996,-0.308242
5.997,-0.311811
5.998,-0.319597
5.999,-0.323491
6,-0.31538
6.001,-0.305322
6.002,-0.303376
6.003,-0.306945
6.004,-0.306945
6.005,-0.309864
6.006,-0.315704
6.007,-0.31538
6.008,-0.304349
6.009,-0.296563
6.01,-0.293643
6.011,-0.287154
6.012,-0.264444
6.013,-0.243032
6.014,-0.245952
6.015,-0.254387
6.016,-0.272555
6.017,-0.291372
6.018,-0.299483
6.019,-0.301105
6.02,-0.300456
6.021,-0.294292
6.022,-0.292021
6.023,-0.28099
6.024,-0.263147
6.025,-0.251143
6.026,-0.255036
6.027,-0.251143
6.028,-0.240437
6.029,-0.238814
6.03,-0.256334
6.031,-0.261524
6.032,-0.240112
6.033,-0.226811
6.034,-0.236219
6.035,-0.24433
6.036,-0.244654
6.037,-0.245627
6.038,-0.268662
6.039,-0.29267
6.04,-0.306296
6.041,-0.314406
6.042,-0.319273
6.043,-0.321868
6.044,-0.316353
6.045,-0.297212
6.046,-0.284235
6.047,-0.282937
6.048,-0.281964
6.049,-0.280017
6.05,-0.277746
6.051,-0.274177
6.052,-0.287803
6.053,-0.290399
6.054,-0.275151
6.055,-0.262173
6.056,-0.256982
6.057,-0.255036
6.058,-0.259578
6.059,-0.263795
6.06,-0.250169
6.061,-0.226162
6.062,-0.218375
6.063,-0.221295
6.064,-0.223566
6.065,-0.214807
6.066,-0.215456
6.067,-0.232326
6.068,-0.243032
6.069,-0.242383
6.07,-0.239139
6.071,-0.236868
6.072,-0.236543
6.073,-0.239788
6.074,-0.247574
6.075,-0.255036
6.076,-0.251467
6.077,-0.246276
6.078,-0.239139
6.079,-0.238166
6.08,-0.237192
6.081,-0.235895
6.082,-0.237192
6.083,-0.234272
6.084,-0.228757
6.085,-0.226811
6.086,-0.227459
6.087,-0.22973
6.088,-0.227784
6.089,-0.231353
6.09,-0.238814
6.091,-0.245303
6.092,-0.240761
6.093,-0.229082
6.094,-0.22973
6.095,-0.231677
6.096,-0.240437
6.097,-0.250169
6.098,-0.248223
6.099,-0.243032
6.1,-0.251792
6.101,-0.246601
6.102,-0.23557
6.103,-0.223891
6.104,-0.226486
6.105,-0.225837
6.106,-0.223891
6.107,-0.230055
6.108,-0.231028
6.109,-0.227784
6.11,-0.214158
6.111,-0.193394
6.112,-0.179768
6.113,-0.182039
6.114,-0.186581
6.115,-0.182364
6.116,-0.169711
6.117,-0.160951
6.118,-0.146352
6.119,-0.114558
6.12,-0.094443
6.121,-0.077897
6.122,-0.065569
6.123,-0.069462
6.124,-0.069787
6.125,-0.042535
6.126,-0.006523
6.127,0.023325
6.128,0.04571
6.129,0.055119
6.13,0.047008
6.131,0.034355
6.132,0.034031
6.133,0.045061
6.134,0.046684
6.135,0.042466
6.136,0.0376
6.137,0.043115
6.138,0.044737
6.139,0.035329
6.14,0.016512
6.141,-0.003603
6.142,-0.031504
6.143,-0.058756
6.144,-0.083088
6.145,-0.103852
6.146,-0.12202
6.147,-0.134673
6.148,-0.135321
6.149,-0.132726
6.15,-0.143108
6.151,-0.152192
6.152,-0.160302
6.153,-0.166467
6.154,-0.169387
6.155,-0.168738
6.156,-0.17328
6.157,-0.173929
6.158,-0.172306
6.159,-0.172631
6.16,-0.179119
6.161,-0.18723
6.162,-0.182039
6.163,-0.170035
6.164,-0.174902
6.165,-0.19015
6.166,-0.185284
6.167,-0.173929
6.168,-0.176524
6.169,-0.183013
6.17,-0.188203
6.171,-0.188203
6.172,-0.179119
6.173,-0.165493
6.174,-0.159329
6.175,-0.15868
6.176,-0.153814
6.177,-0.146676
6.178,-0.150894
6.179,-0.151867
6.18,-0.153165
6.181,-0.152192
6.182,-0.151867
6.183,-0.159654
6.184,-0.166791
6.185,-0.169062
6.186,-0.178146
6.187,-0.161925
6.188,-0.134024
6.189,-0.159005
6.19,-0.180417
6.191,-0.175551
6.192,-0.169387
6.193,-0.16744
6.194,-0.158356
6.195,-0.148623
6.196,-0.14473
6.197,-0.149596
6.198,-0.160302
6.199,-0.158356
6.2,-0.145703
6.201,-0.132726
6.202,-0.122344
6.203,-0.117802
6.204,-0.120073
6.205,-0.125264
6.206,-0.12494
6.207,-0.13305
6.208,-0.149921
6.209,-0.157383
6.21,-0.149921
6.211,-0.147001
6.212,-0.150894
6.213,-0.151867
6.214,-0.164845
6.215,-0.201505
6.216,-0.266715
6.217,-0.345552
6.218,-0.44061
6.219,-0.578168
6.22,-0.76147
6.221,-0.956127
6.222,-1.140727
6.223,-1.286072
6.224,-1.360041
6.225,-1.363286
6.226,-1.292885
6.227,-1.137483
6.228,-0.917196
6.229,-0.627156
6.23,-0.262822
6.231,0.176455
6.232,0.651745
6.233,1.125089
6.234,1.572154
6.235,1.978666
6.236,2.322563
6.237,2.612929
6.238,2.811481
6.239,2.950013
6.24,2.997705
6.241,2.916597
6.242,2.683979
6.243,2.352411
6.244,1.964067
6.245,1.56891
6.246,1.200357
6.247,0.837319
6.248,0.511267
6.249,0.268918
6.25,0.090157
6.251,-0.0195
6.252,-0.062325
6.253,-0.072058
6.254,-0.065894
6.255,-0.058432
6.256,-0.063298
6.257,-0.074004
6.258,-0.083737
6.259,-0.114558
6.26,-0.153814
6.261,-0.183337
6.262,-0.218051
6.263,-0.244979
6.264,-0.25828
6.265,-0.277097
6.266,-0.300456
6.267,-0.329006
6.268,-0.350094
6.269,-0.370857
6.27,-0.389999
6.271,-0.401354
6.272,-0.399083
6.273,-0.399083
6.274,-0.408491
6.275,-0.411086
6.276,-0.41498
6.277,-0.42309
6.278,-0.427957
6.279,-0.435094
6.28,-0.439961
6.281,-0.435094
6.282,-0.419846
6.283,-0.409789
6.284,-0.415953
6.285,-0.439312
6.286,-0.457155
6.287,-0.452938
6.288,-0.447098
6.289,-0.439961
6.29,-0.439961
6.291,-0.447098
6.292,-0.462671
6.293,-0.469159
6.294,-0.469159
6.295,-0.466564
6.296,-0.472404
6.297,-0.478243
6.298,-0.476946
6.299,-0.480839
6.3,-0.487976
6.301,-0.487003
6.302,-0.479541
6.303,-0.493491
6.304,-0.501602
6.305,-0.506144
6.306,-0.499007
6.307,-0.489274
6.308,-0.482785
6.309,-0.48311
6.31,-0.474026
6.311,-0.4604
6.312,-0.461373
6.313,-0.467213
6.314,-0.473377
6.315,-0.461049
6.316,-0.445152
6.317,-0.461049
6.318,-0.465915
6.319,-0.4604
6.32,-0.470457
6.321,-0.484732
6.322,-0.486354
6.323,-0.495762
6.324,-0.511335
6.325,-0.523988
6.326,-0.523988
6.327,-0.52561
6.328,-0.541507
6.329,-0.549942
6.33,-0.547996
6.331,-0.534694
6.332,-0.519121
6.333,-0.523015
6.334,-0.535992
6.335,-0.547022
6.336,-0.565515
6.337,-0.587252
6.338,-0.605095
6.339,-0.620992
6.34,-0.629752
6.341,-0.636565
6.342,-0.63916
6.343,-0.647595
6.344,-0.655706
6.345,-0.662195
6.346,-0.669332
6.347,-0.685878
6.348,-0.704695
6.349,-0.720267
6.35,-0.722863
6.351,-0.727729
6.352,-0.748817
6.353,-0.762768
6.354,-0.771852
6.355,-0.770878
6.356,-0.757901
6.357,-0.760821
6.358,-0.778665
6.359,-0.782233
6.36,-0.788073
6.361,-0.796508
6.362,-0.808837
6.363,-0.830573
6.364,-0.839982
6.365,-0.853932
6.366,-0.888322
6.367,-0.920765
6.368,-0.94023
6.369,-0.953208
6.37,-0.966509
6.371,-0.985002
6.372,-1.011929
6.373,-1.035288
6.374,-1.032368
6.375,-1.006738
6.376,-0.97462
6.377,-0.942177
6.378,-0.884429
6.379,-0.832196
6.38,-0.795211
6.381,-0.733894
6.382,-0.645
6.383,-0.562595
6.384,-0.492518
6.385,-0.425037
6.386,-0.376372
6.387,-0.335819
6.388,-0.295265
6.389,-0.266067
6.39,-0.249521
6.391,-0.237841
6.392,-0.228108
6.393,-0.220646
6.394,-0.21286
6.395,-0.203776
6.396,-0.19307
6.397,-0.179444
6.398,-0.175875
6.399,-0.174577
6.4,-0.16744
6.401,-0.159654
6.402,-0.160951
6.403,-0.161276
6.404,-0.166791
6.405,-0.171982
6.406,-0.17328
6.407,-0.173604
6.408,-0.172306
6.409,-0.17328
6.41,-0.169387
6.411,-0.166791
6.412,-0.163547
6.413,-0.157707
6.414,-0.159005
6.415,-0.1616
6.416,-0.162898
6.417,-0.151867
6.418,-0.136619
6.419,-0.135646
6.42,-0.146676
6.421,-0.149272
6.422,-0.153814
6.423,-0.15057
6.424,-0.147001
6.425,-0.139215
6.426,-0.134997
6.427,-0.126237
6.428,-0.116505
6.429,-0.110016
6.43,-0.10742
6.431,-0.107096
6.432,-0.105798
6.433,-0.105798
6.434,-0.105798
6.435,-0.090226
6.436,-0.074978
6.437,-0.075302
6.438,-0.070111
6.439,-0.050645
6.44,-0.043832
6.441,-0.038966
6.442,-0.056161
6.443,-0.094768
6.444,-0.118127
6.445,-0.122993
6.446,-0.120398
6.447,-0.120398
6.448,-0.119749
6.449,-0.118451
6.45,-0.118127
6.451,-0.117153
6.452,-0.099959
6.453,-0.089577
6.454,-0.087955
6.455,-0.085035
6.456,-0.077573
6.457,-0.073355
6.458,-0.070436
6.459,-0.064271
6.46,-0.06492
6.461,-0.066867
6.462,-0.072382
6.463,-0.072707
6.464,-0.070111
6.465,-0.06492
6.466,-0.05097
6.467,-0.039615
6.468,-0.042535
6.469,-0.038317
6.47,-0.036695
6.471,-0.026962
6.472,-0.011714
6.473,-0.032153
6.474,-0.046103
6.475,-0.053565
6.476,-0.051294
6.477,-0.045779
6.478,-0.040912
6.479,-0.040912
6.48,-0.039939
6.481,-0.043183
6.482,-0.051943
6.483,-0.055512
6.484,-0.049348
6.485,-0.040912
6.486,-0.043183
6.487,-0.043508
6.488,-0.041237
6.489,-0.037668
6.49,-0.041886
6.491,-0.044481
6.492,-0.043183
6.493,-0.038317
6.494,-0.032477
6.495,-0.028584
6.496,-0.028584
6.497,-0.023069
6.498,-0.01366
6.499,-0.007821
6.5,-0.011065
6.501,-0.001981
6.502,0.01716
6.503,0.029489
6.504,0.018134
6.505,0.016187
6.506,0.022027
6.507,0.023973
6.508,0.015863
6.509,0.010023
6.51,0.010996
6.511,0.014565
6.512,0.009699
6.513,-3.43E-05
6.514,-0.010416
6.515,-0.015607
6.516,-0.004901
6.517,-0.005874
6.518,-0.012038
6.519,-0.018527
6.52,-0.015607
6.521,-0.001008
6.522,0.002561
6.523,-0.005225
6.524,0.001912
6.525,0.013916
6.526,0.026569
6.527,0.029489
6.528,0.030462
6.529,0.040844
6.53,0.052199
6.531,0.060958
6.532,0.061607
6.533,0.061607
6.534,0.062256
6.535,0.066149
6.536,0.070691
6.537,0.067123
6.538,0.061607
6.539,0.068745
6.54,0.080749
6.541,0.091779
6.542,0.101512
6.543,0.09989
6.544,0.087562
6.545,0.08302
6.546,0.082371
6.547,0.086264
6.548,0.083344
6.549,0.082046
6.55,0.07718
6.551,0.081722
6.552,0.093401
6.553,0.098917
6.554,0.10281
6.555,0.115787
6.556,0.123898
6.557,0.126493
6.558,0.124871
6.559,0.134928
6.56,0.15115
6.561,0.152772
6.562,0.156341
6.563,0.164776
6.564,0.171913
6.565,0.181646
6.566,0.201437
6.567,0.20825
6.568,0.202734
6.569,0.215711
6.57,0.230311
6.571,0.24491
6.572,0.248154
6.573,0.265674
6.574,0.293899
6.575,0.330235
6.576,0.358136
6.577,0.371113
6.578,0.352945
6.579,0.325369
6.58,0.301036
6.581,0.280922
6.582,0.275407
6.583,0.271189
6.584,0.27346
6.585,0.266647
6.586,0.264376
6.587,0.258861
6.588,0.246532
6.589,0.235177
6.59,0.21344
6.591,0.190081
6.592,0.157963
6.593,0.124871
6.594,0.110272
6.595,0.11157
6.596,0.110921
6.597,0.121302
6.598,0.128115
6.599,0.130386
6.6,0.126493
6.601,0.126169
6.602,0.11968
6.603,0.11157
6.604,0.110921
6.605,0.120329
6.606,0.137524
6.607,0.150825
6.608,0.160883
6.609,0.17094
6.61,0.177753
6.611,0.183268
6.612,0.180349
6.613,0.179375
6.614,0.180349
6.615,0.185539
6.616,0.19073
6.617,0.19365
6.618,0.195272
6.619,0.195921
6.62,0.194948
6.621,0.194624
6.622,0.192028
6.623,0.188784
6.624,0.191379
6.625,0.188459
6.626,0.1797
6.627,0.177429
6.628,0.180349
6.629,0.181646
6.63,0.179051
6.631,0.177429
6.632,0.17094
6.633,0.165749
6.634,0.167371
6.635,0.173211
6.636,0.174509
6.637,0.182295
6.638,0.203383
6.639,0.216685
6.64,0.207276
6.641,0.189433
6.642,0.181971
6.643,0.186188
6.644,0.174833
6.645,0.172562
6.646,0.17094
6.647,0.17678
6.648,0.191704
6.649,0.205005
6.65,0.198841
6.651,0.184566
6.652,0.172238
6.653,0.159261
6.654,0.162181
6.655,0.163478
6.656,0.1651
6.657,0.166723
6.658,0.17386
6.659,0.177104
6.66,0.186188
6.661,0.211169
6.662,0.212143
6.663,0.194624
6.664,0.181322
6.665,0.177104
6.666,0.160558
6.667,0.125196
6.668,0.069718
6.669,-0.004576
6.67,-0.116829
6.671,-0.27807
6.672,-0.471106
6.673,-0.682634
6.674,-0.883131
6.675,-1.017444
6.676,-1.062216
6.677,-1.031719
6.678,-0.903245
6.679,-0.715077
6.68,-0.478892
6.681,-0.175875
6.682,0.19949
6.683,0.648825
6.684,1.110814
6.685,1.553662
6.686,1.980937
6.687,2.351762
6.688,2.680086
6.689,2.941254
6.69,3.128451
6.691,3.26309
6.692,3.296831
6.693,3.216696
6.694,3.002896
6.695,2.691117
6.696,2.327429
6.697,1.953685
6.698,1.605895
6.699,1.279842
6.7,0.975527
6.701,0.73707
6.702,0.555714
6.703,0.44703
6.704,0.405503
6.705,0.399014
6.706,0.395121
6.707,0.389281
6.708,0.380522
6.709,0.373384
6.71,0.357487
6.711,0.335102
6.712,0.312392
6.713,0.277678
6.714,0.242639
6.715,0.218956
6.716,0.198192
6.717,0.162505
6.718,0.136551
6.719,0.125196
6.72,0.121951
6.721,0.114814
6.722,0.096646
6.723,0.081722
6.724,0.060634
6.725,0.04279
6.726,0.037275
6.727,0.040844
6.728,0.030462
6.729,0.007428
6.73,-0.011714
6.731,-0.021771
6.732,-0.033775
6.733,-0.046428
6.734,-0.054214
6.735,-0.058432
6.736,-0.06784
6.737,-0.072382
6.738,-0.07076
6.739,-0.082439
6.74,-0.096714
6.741,-0.114234
6.742,-0.125589
6.743,-0.132726
6.744,-0.136295
6.745,-0.141486
6.746,-0.149921
6.747,-0.157383
6.748,-0.159654
6.749,-0.147001
6.75,-0.138241
6.751,-0.136295
6.752,-0.131753
6.753,-0.139539
6.754,-0.15576
6.755,-0.171658
6.756,-0.180742
6.757,-0.181066
6.758,-0.183013
6.759,-0.184635
6.76,-0.172955
6.761,-0.167764
6.762,-0.16452
6.763,-0.159654
6.764,-0.146676
6.765,-0.126237
6.766,-0.131104
6.767,-0.147974
6.768,-0.1616
6.769,-0.182688
6.77,-0.195016
6.771,-0.187555
6.772,-0.182039
6.773,-0.200856
6.774,-0.220646
6.775,-0.219349
6.776,-0.206047
6.777,-0.200532
6.778,-0.201505
6.779,-0.19891
6.78,-0.200856
6.781,-0.198585
6.782,-0.185932
6.783,-0.18139
6.784,-0.181715
6.785,-0.184959
6.786,-0.192745
6.787,-0.205398
6.788,-0.219349
6.789,-0.225188
6.79,-0.227135
6.791,-0.232975
6.792,-0.244979
6.793,-0.250494
6.794,-0.257631
6.795,-0.277422
6.796,-0.29559
6.797,-0.311811
6.798,-0.329006
6.799,-0.33809
6.8,-0.34393
6.801,-0.353662
6.802,-0.359502
6.803,-0.357556
6.804,-0.355609
